date,ticker,weight
2025-11-28,CASH,0.050000000000000044
2025-12-31,006208,0.5
2025-12-31,00631L,0.1
2025-12-31,2308,0.06999999999999999
2025-12-31,2330,0.06999999999999999
2025-12-31,2345,0.06999999999999999
2025-12-31,2383,0.06999999999999999
2025-12-31,6669,0.06999999999999999
2025-12-31,CASH,0.050000000000000044
2026-01-30,006208,0.5
2026-01-30,00631L,0.1
2026-01-30,2308,0.06999999999999999
2026-01-30,2330,0.06999999999999999
2026-01-30,2345,0.06999999999999999
2026-01-30,2383,0.06999999999999999
2026-01-30,2454,0.06999999999999999
2026-01-30,CASH,0.050000000000000044
2026-02-26,006208,0.5
2026-02-26,00631L,0.1
2026-02-26,2308,0.06999999999999999
2026-02-26,2330,0.06999999999999999
2026-02-26,2345,0.06999999999999999
2026-02-26,2383,0.06999999999999999
2026-02-26,2454,0.06999999999999999
2026-02-26,CASH,0.050000000000000044
2026-03-31,006208,0.5
2026-03-31,00631L,0.1
2026-03-31,2308,0.06999999999999999
2026-03-31,2330,0.06999999999999999
2026-03-31,2345,0.06999999999999999
2026-03-31,2383,0.06999999999999999
2026-03-31,2454,0.06999999999999999
2026-03-31,CASH,0.050000000000000044
2026-04-17,006208,0.5
2026-04-17,00631L,0.1
2026-04-17,2308,0.06999999999999999
2026-04-17,2330,0.06999999999999999
2026-04-17,2345,0.06999999999999999
2026-04-17,2383,0.06999999999999999
2026-04-17,2454,0.06999999999999999
2026-04-17,CASH,0.050000000000000044
